Account,Coin,execution_price,size,size_usd,side,Timestamp IST,Start Position,Direction,closedPnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,time,Date,leverage,timestamp,Sentiment_Value,Classification,date,is_profitable
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79450.0,0.00019,15.1,SELL,08-04-2025 03:22,6.00909,Close Long,0.065949,0x7dcd3955d0e424d9292d04211af66a0182003ffb22c6307968a953f3bd363b63,84806769825,False,0.001448,95700000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79450.0,0.00019,15.1,SELL,08-04-2025 03:22,6.0089,Close Long,0.065949,0x9582380734db408fadda04211af66a018300188bb160954b615f240c6e9033b9,84806769825,False,0.001448,572000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79450.0,0.01547,1229.09,SELL,08-04-2025 03:22,6.00871,Close Long,5.369637,0x971ffd9ab1b1498e777504211af66f0201ba00fda0dec65c30507ad26320857c,84806769825,False,0.117992,737000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79450.0,0.00773,614.15,SELL,08-04-2025 03:22,5.99324,Close Long,2.683083,0x547473d35dcddad099a404211af673016e00ee1da1128fcd3f38462c1947020a,84806769825,False,0.058957,663000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79450.0,0.01613,1281.53,SELL,08-04-2025 03:22,5.98551,Close Long,5.598723,0x0000000000000000000000000000000000000000000000000000000000000000,84806769825,False,0.123025,446000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79450.0,0.00019,15.1,SELL,08-04-2025 03:22,5.96938,Close Long,0.065949,0x55eaf8895719de7c3b8f04211af677015b0024d95749d198fe032196eb96791b,84806769825,False,0.001448,747000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79450.0,0.00019,15.1,SELL,08-04-2025 03:22,5.96919,Close Long,0.065949,0x300bbef8ecdceddcf49004211af677015c0016251b0c362b097b9e29430725b3,84806769825,False,0.001448,63000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79450.0,0.00019,15.1,SELL,08-04-2025 03:22,5.969,Close Long,0.065949,0x78986e4c18e19c5dd12804211af677015d001c11184f792a893706f8bed40a4d,84806769825,False,0.001448,476000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79450.0,0.12039,9564.99,SELL,08-04-2025 03:22,5.96881,Close Long,41.787369,0x3d31fe5a4717f6f8639d04211af67a02011a004f2cdeb3dd22e318a3fc11ff1b,84806769825,False,0.918238,1100000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79451.0,0.04662,3704.01,SELL,08-04-2025 03:23,0.04663,Close Long,16.228422,0x0000000000000000000000000000000000000000000000000000000000000000,84807455777,False,0.355584,1100000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,79439.0,1e-05,0.79,SELL,08-04-2025 03:23,1e-05,Close Long,0.003361,0x0000000000000000000000000000000000000000000000000000000000000000,84807474806,False,7.5e-05,655000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,81167.0,0.00018,14.61,SELL,10-04-2025 19:08,0.01455,Close Long,-0.04248,0x08097d0555c3b1eea999042146d61a02031e0000f89187a616e6bfa50997e8e9,85584416119,True,0.004908,374000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,False
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00018,14.47,BUY,10-04-2025 20:53,-12.23657,Close Short,0.139176,0x0000000000000000000000000000000000000000000000000000000000000000,85610828347,False,0.001389,126000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.03119,2507.43,BUY,10-04-2025 20:53,-12.23639,Close Short,24.116108,0x0000000000000000000000000000000000000000000000000000000000000000,85610828347,False,0.240712,1110000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-12.2052,Close Short,0.146908,0x4b4616adb4127393d00d0421480aee0201eb000f7b7b670dbd62e27f125941c5,85610828347,False,0.001465,94200000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-12.20501,Close Short,0.146908,0x7e30ac738b046e7b65390421480aee0201ec00e593f7538f21cb1a3b46e4bfec,85610828347,False,0.001465,1050000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-12.20482,Close Short,0.146908,0xe3878f4e862709ecb5000421480aee0201ed00cfbc052167fdfa7f42cd53b343,85610828347,False,0.001465,491000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-12.20463,Close Short,0.146908,0x6d410e882677d181c8400421480aee0201ee007bd7b4df83f783eece32d9e887,85610828347,False,0.001465,434000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-12.20444,Close Short,0.146908,0x16aa95f36f4163a691d10421480aee0201ef001392f2539794191f76a43cd4ba,85610828347,False,0.001465,375000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-12.20425,Close Short,0.146908,0x9645d19f66fb61d357f80421480af00202b60072a3c34f8388410ca37eee6aee,85610828347,False,0.001465,512000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-12.20406,Close Short,0.146908,0x76d0347431288c5ec7810421480af00202b700c50e663d1044822f973f36eb32,85610828347,False,0.001465,931000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-12.20387,Close Short,0.146908,0xd0f114431c85e29416f00421480af20201d200676348d04b1052f063712b866a,85610828347,False,0.001465,1010000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-12.20368,Close Short,0.146908,0x82dbfb10a098cd81d6030421480af20201d30046664d486ce82a518177160ff4,85610828347,False,0.001465,1080000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-11.35722,Close Short,0.146908,0xeb6a8c95d8435c935a110421480afa02028c001c75965fc2cd5e15dfdf2aa630,85610828347,False,0.001465,10500000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-11.35703,Close Short,0.146908,0xd9a22b37dd5d2d1d24e90421480afa02028d00bfef8a726040b922ef8e0b1bf0,85610828347,False,0.001465,353000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-11.35684,Close Short,0.146908,0x9fc5ac96b4ab457a686a0421480afa020297002710f2364ea15a8b7e756de0cb,85610828347,False,0.001465,318000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-11.35665,Close Short,0.146908,0xc49737d750bdd2d791520421480afa0202980058321a83203a76d7352bf60982,85610828347,False,0.001465,859000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00017,13.67,BUY,10-04-2025 20:53,-11.35646,Close Short,0.131444,0xf7ff14a4f0e22925382b0421480afa02029900aa23eeebfa20760a992064f434,85610828347,False,0.001311,212000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-10.35629,Close Short,0.146908,0x95818a68139ea5b29e350421480afc02026400322789bad6d333b73480a7a64a,85610828347,False,0.001465,583000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-10.3561,Close Short,0.146908,0x88a6116862c14fff02a90421480afc02026f009125ca798dacbc95394ec426a5,85610828347,False,0.001465,906000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-10.35591,Close Short,0.146908,0x09ee73ccdefd7875489c0421480afc02027000cbedff9d703255bc1fa93de3c7,85610828347,False,0.001465,564000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00016,12.86,BUY,10-04-2025 20:53,-10.35572,Close Short,0.123712,0xe88a700b02edb99a5d770421480afd02025a009960c4a057870ceb6eaa2400bc,85610828347,False,0.001234,1060000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-10.35556,Close Short,0.146908,0xcdaecd76566115df8a910421480afd02025b00ce8cea4070663cb43308326c32,85610828347,False,0.001465,327000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-10.35537,Close Short,0.146908,0x64962ddb0a4582e35e2e0421480afe02019f001516a3f02f0da74360f08e6326,85610828347,False,0.001465,703000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-10.35518,Close Short,0.146908,0x44baf56300cd818187860421480afe0201a0003bafd8702b2e9896001ea66e31,85610828347,False,0.001465,457000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.0553,4445.68,BUY,10-04-2025 20:53,-10.35499,Close Short,42.75796,0x0000000000000000000000000000000000000000000000000000000000000000,85610828347,False,0.426784,608000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.24608,19782.86,BUY,10-04-2025 20:53,-10.29969,Close Short,190.269056,0x26680fff1a10e1f34b8b0421480b0801ed00d73408566cf0fdfebadc3ca3a670,85610828347,False,1.899154,8200000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,7e-05,5.63,BUY,10-04-2025 20:53,-10.05361,Close Short,0.054124,0xa1ac0759ceb5c984bf430421480b310204b800ece7ac5aee4601924274455099,85610828347,False,0.000539,260000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00013,10.45,BUY,10-04-2025 20:53,-10.05354,Close Short,0.100516,0xb03218f80e5c367309220421480b330202fe00013d838f75c873fa3867bacc31,85610828347,False,0.001003,924000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.24792,19930.78,BUY,10-04-2025 20:53,-10.05341,Close Short,191.691744,0x5fe4d6dc1674e51623e50421480b8402012600a56ab90730960c48335dfae335,85610828347,False,1.913354,599000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0022596475030354,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80549,Close Short,0.146908,0xd9329408fe98c5f700d70421480b8e02013a0087ba25f3ff26d186977d0a6fb6,85610828347,False,0.001465,270000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.8053,Close Short,0.146908,0x6cadde2f35b009310ac10421480b8f02010a002b9501a6d0515405ec81ae466a,85610828347,False,0.001465,652000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80511,Close Short,0.146908,0x67ed30625df54eff84f60421480b9102010b005ba8a1465df1a4c66f149975f7,85610828347,False,0.001465,936000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80492,Close Short,0.146908,0x4c348473391c1a5cc9950421480b9102011300e01f2dafed056b1002631c8973,85610828347,False,0.001465,913000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80473,Close Short,0.146908,0x230c8306ae299c13573f0421480b9202011a00318dc6cbc208e4776ba2800f78,85610828347,False,0.001465,707000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80454,Close Short,0.146908,0x56e0b19237be5e2413290421480b9c01860098fba540ecda82d25a873a2b0d5c,85610828347,False,0.001465,796000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80435,Close Short,0.146908,0xfc68acc450407cd4a63f0421480b9d02016200f3ae67e4cb81fb320666024185,85610828347,False,0.001465,393000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80416,Close Short,0.146908,0xf992010e249765569fd00421480b9d02016300908def9ed4a31827d62beef797,85610828347,False,0.001465,783000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80397,Close Short,0.146908,0xa4c8b17cc862fc2f0baa0421480b9e0177003862c5f8d13edeb3e1a6fb852fac,85610828347,False,0.001465,717000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80378,Close Short,0.146908,0x16e4d8edff05c02db7f10421480b9e0178004a738875b04569370cce5fe805aa,85610828347,False,0.001465,343000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80359,Close Short,0.146908,0x9c690533b9e41dcb59e10421480b9e017a00c6ab215d1701253133f23a350ca6,85610828347,False,0.001465,692000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.8034,Close Short,0.146908,0x26e365b79873a6a33c370421480b9f02020e00796b09e4e818fde28883afe1be,85610828347,False,0.001465,468000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80321,Close Short,0.146908,0x7fa50f865b5126817e400421480b9f02020f00e8d5897741586f26d7102e4e0b,85610828347,False,0.001465,383000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80302,Close Short,0.146908,0x084aae470b81961b1cb20421480ba0020103001c63d8290d20081bf65bf4972e,85610828347,False,0.001465,761000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80283,Close Short,0.146908,0x90fe7714a3f30b36ecbf0421480ba5019c001a1b31863d035ea6ce57efe486d1,85610828347,False,0.001465,482000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80264,Close Short,0.146908,0x1738070a61e0f2cebd350421480ba6020184002c9581286d8927b3d480034c5c,85610828347,False,0.001465,64200000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80245,Close Short,0.146908,0x8a214f4a355b49ad3f4c0421480ba602018500639736f441cff3d573511f139d,85610828347,False,0.001465,403000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,80392.0,0.00019,15.27,BUY,10-04-2025 20:53,-9.80226,Close Short,0.146908,0x7f098f793b99e836e3690421480ba9020227007091ea0672678efe593a4945de,85610828347,False,0.001465,982000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19,1.0,1739943000,44,Fear,2025-02-19,True
